sentence,Governing Law,Termination,Confidentiality,Limitation Of Liability,License Grant,Non-Compete,Assignment,IP Ownership,Payment Terms
"During the Term, eDiets.com will be guaranteed 12 million circulation per year from and after the Effective Date via newsletters, including but not limited to: >> Fashion & Beauty Newsletter: 300,000 subscribers per month >> Food News: 180,000 subscribers per month >> Prevention: 1,600,000 subscribers per month >> Internet Scopes: 2,400,000 subscribers per month >> Sex & Romance: 120,000 subscribers per month >> What's New: 1,100,000 subscribers per month >> Women.com Member Newsletter: 1,700,000 subscribers per month Guaranteed Circulation Per Year: 12,000,000 Anchor Tenancy Sponsorship of the Women.com Promotions/ Sweepstakes: Women.com will provide eDiets.com with three (3) Anchor Sponsorships and two (2) Premier Sponsorships of the following Women.com promotions.",0,0,0,0,0,0,0,0,1
"Integra has not assigned any of its right, title or interest in or to the Inventions disclosed in the Integra Technology.",0,0,0,0,0,0,0,0,0
"LIABILITY AND REMEDY 9.1 Limited Liability EXCEPT FOR LIABILITY ARISING FROM BREACHES OF A PARTY'S CONFIDENTIALITY OBLIGATIONS CONTAINED IN THE NON-DISCLOSURE CLAUSE IN SECTION 12.17 OF THE CHINA JV OPERATING AGREEMENT, BREACHES OF LICENSE GRANTS CONTAINED HEREIN, AND EXCEPT FOR AMOUNTS PAYABLE TO THIRD PARTIES TO FULFILL INDEMNITY OBLIGATIONS DESCRIBED IN ARTICLE 8, (A) IN NO EVENT SHALL ANY PARTY HAVE ANY LIABILITY TO THE OTHERS, OR TO ANY PARTY CLAIMING THROUGH OR UNDER THE OTHER, FOR ANY LOST PROFITS, ANY INDIRECT, INCIDENTAL, SPECIAL OR CONSEQUENTIAL DAMAGES OF ANY KIND IN ANY WAY ARISING OUT OF OR RELATED TO THIS AGREEMENT, HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY, EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES; AND (B) IN NO EVENT SHALL A PARTY'S CUMULATIVE LIABILITY ARISING OUT OF THIS AGREEMENT EXCEED THE AMOUNTS ACTUALLY PAID, PAYABLE, RECEIVED OR RECEIVABLE BY SUCH PARTY FOR THE PRODUCTS CONCERNED THEREWITH HEREUNDER PURSUANT TO THIS AGREEMENT DURING THE TWELVE (12) MONTHS PRIOR TO THE OCCURRENCE OF THE INITIAL EVENT FOR WHICH A PARTY RECOVERS DAMAGES HEREUNDER.",0,0,0,1,0,0,0,0,0
"IN NO EVENT WILL EITHER PARTY BE LIABLE FOR ANY INCIDENTAL, SPECIAL OR CONSEQUENTIAL DAMAGES RESULTING FROM THE LICENSE GRANTED PURSUANT TO THIS AGREEMENT OR THE USE OR COMMERCIAL DEVELOPMENT OF PRODUCT.",0,0,0,1,0,0,0,0,0
"(b) Upon request by DISTRIBUTOR, PPG SHANGHAI shall provide DISTRIBUTOR with extra support by generally providing the relevant technique and other manner of consultation in relation to sale and use of Products.",0,0,0,0,0,0,1,0,0
Bus.,0,0,0,0,0,0,0,1,0
"Independent of, severable from, and to be enforced independently of any other provision of this Agreement, NEITHER PARTY WILL BE LIABLE TO THE OTHER PARTY (NOR TO ANY PERSON CLAIMING RIGHTS DERIVED FROM THE OTHER PARTY'S RIGHTS) IN CONTRACT, TORT (INCLUDING NEGLIGENCE), OR OTHERWISE, FOR INCIDENTAL, CONSEQUENTIAL, SPECIAL, PUNITIVE, OR EXEMPLARY DAMAGES OF ANY KIND—including lost profits, loss of business, or other economic damage, and further including injury to property, AS A RESULT OF BREACH OF ANY WARRANTY OR OTHER TERM OF THIS AGREEMENT, INCLUDING ANY FAILURE OF PERFORMANCE, REGARDLESS OF WHETHER THE PARTY LIABLE OR ALLEGEDLY LIABLE WAS ADVISED, HAD OTHER REASON TO KNOW, OR IN FACT KNEW OF THE POSSIBILITY THEREOF.",0,0,0,1,0,0,0,0,0
16 TRANSFER OF INTEREST 16.1 By Us.,0,0,0,0,0,0,0,1,0
"(a) This Agreement may be assigned or otherwise transferred, by operation of law or otherwise without the express written consent of PlanetCAD and Dassault Systemes, but in such event the assigning Party shall give notice to the non-assigning Party and the non-assigning Party shall have the right to terminate this Agreement within the 30-day period following receipt of such notice.",0,0,0,0,0,0,1,0,0
(a)  in the Territory other than the Product; provided that if the Agreement is terminated by Dova pursuant to  in the Territory other than the Product during such Tail Period.,0,0,0,0,0,1,0,0,0
"Depomed hereby grants to King the non-exclusive right, during the Term, to use the Launch Promotional Materials supplied to King pursuant to this Section 4.4(c) in the performance of its obligations under this Agreement.",0,0,0,0,1,0,0,0,0
"To the knowledge of King, the use of the King Trademarks to Promote and sell Product in the Territory in accordance with this Agreement will not infringe any trademarks or other intellectual property rights of any Third Party.",0,0,0,0,0,0,0,0,0
"If the Minimum Efficiency Level has [***] Confidential Treatment Requested 14 Source: BLOOM ENERGY CORP, DRS/A (on S-1), 3/21/2018 not been met during such Efficiency Warranty Period, then Operator shall so notify Owner in writing of the basis of its determination and Owner may make a claim under Section 2.5.",0,0,0,0,0,0,0,0,1
"IMPRESSION GUARANTEES a) During the first year of the sponsorship following the Commencement Date, Excite will deliver not less than [****] Impressions on the Excite Site.",0,0,0,0,0,0,0,0,1
"(iii) All amounts recovered from enforcement of any such rights by either Party in the Territory relating to the intellectual property licensed under this Agreement shall be first used to reimburse each Party's costs and expenses incurred in connection with such action, and any remainder of such recovery, other than amounts recovered as lost profits, shall be retained by the Party instituting the action, provided that any remainder retained by Green Cross shall be treated as Net Sales and shall be subject to Green Cross' royalty payment obligations at the applicable rate specified in Section 8.5.",0,0,0,0,0,0,0,1,0
"Accordingly, EFS agrees it will spend annually a minimum of ***** of Net Website Sales (as defined below) on online marketing (""Online Marketing Budget"").",0,0,0,0,0,0,0,0,1
Each party agrees to make a good faith effort to promote a Joint Solution for a Sponsor seeking services that could reasonably be addressed by the Joint Solution.,0,0,0,0,0,0,0,0,0
"You shall not at any time copy, duplicate, record, or otherwise reproduce the foregoing materials, in whole or in part, or otherwise make the same available to any unauthorized person.",0,0,0,0,0,0,0,0,0
Neither MD Anderson nor Principal Investigator shall seek or accept reimbursement from any third-party payor for any Study items or procedures supplied by or paid for by Adaptimmune under this Agreement.,0,0,0,0,0,0,0,0,0
"This Assignment shall be governed by the laws of the State of Delaware, its rules of conflict of laws notwithstanding.",1,0,0,0,0,0,0,0,0
"All matters relating to this Agreement, the rights of the Parties hereunder and the construction of the terms hereof shall be governed by the laws of the State of California, without regard to conflicts of laws principles.",1,0,0,0,0,0,0,0,0
"Notwithstanding the foregoing, ExxonMobil hereby grants approval for FCE solely to conduct Authorized Work using Generation 1 Technology with Authorized Third Parties for Carbon Capture Applications and any Work using Generation 2 Technology solely for Power Applications and Hydrogen Applications.",0,0,0,0,0,1,0,0,0
8.5 Infringement.,0,0,0,0,0,0,0,0,0
"In addition, to the extent that it is legally able to do so, MD Anderson hereby grants LBIO a royalty-free right and license to use and reproduce any Publication.",0,0,0,0,1,0,0,0,0
"Company will and hereby does, without further consideration, irrevocably assign to Reed's any and all worldwide right, title or interest that Company may now or hereafter possess in or to the Deliverables in perpetuity (or the maximum period permitted by Applicable Laws and Regulations) and Reed's accepts such assignment.",0,0,0,0,0,0,0,1,0
"5.1 During the Term, (a) Women.com will not buy, sell, display, distribute advertising from (including, but not limited to, banner ads, buttons, badges, text links, hyperlinks or editorial mentions) or otherwise promote a Competitive Company on any page of the Diet Center; (b) eDiets will be the exclusive third party provider of content and interactive tools for diets and diet counseling to Women.com within the Diet Center; (c) Women.com will not enter into a relationship with a Competitive Company that involves any of the following; (i) custom developed mini or micro web sites; (ii) content integration; (iii) discounts offered only to Women.com members on the Member Central page of the Women.com Sites; (iv) editorial endorsement (such as Source: EDIETS COM INC, 10QSB, 10/30/2000 ""Brought to you by...."") or fixed placement of 468x60 (top) and 125x365 (side) banners within eight (8) of the Content Features selected by eDiets; and (v) anchor sponsorship in any multi-sponsor Women.com promotion.",0,0,0,0,0,1,0,0,0
"Telnet shall notify Galaxy immediately of any complaints by Subscribers, whether they involve sales, Service, Performance or other issues.",0,0,0,0,0,0,0,0,0
"1.80 ""PMDA"" means Japan's Pharmaceuticals and Medical Devices Agency and any successor thereto.",0,0,0,0,0,0,0,0,0
"9.3 Successors and Assigns This IP Agreement will be binding upon and inure to the benefit of the Parties hereto and their respective successors and permitted assigns, but will not be assignable or delegable by any Party without the prior written consent of the other Party.",0,0,0,0,0,0,1,0,0
"----------- (i) Either party may, at its option, terminate this Agreement upon notice to the other party if (A) the other party materially fails to comply with any of the material terms and conditions of this Agreement and (B) if such default has not been cured within thirty (30) days (forty five (45) days if required by the nature of the breach) after written notice to the other party or, if such breach is not curable within thirty (30) days (forty five (45) days if required by the nature of the breach), reasonable efforts and progress are not being made to cure such breach.",0,0,0,0,0,0,0,0,0
